stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,2,0
72hpf,0,0,0,0,0.56,0.28
21Day,0.37,0,0.37,0.37,0.37,0
3Month,0.94,0.62,0,0,0,0.21
22Month,1.23,0.14,0.14,0,0.14,0
