stage,Epithelial,Erythroid,Germ,Immune,Secretory,Stromal
24hpf,0,0,0,3,0,0
72hpf,0,0,0,0.28,0,0
21Day,0,0,0,2.59,0,0
3Month,1.35,0.1,0.21,21.95,0.52,0.31
22Month,0,0,0,5.88,0,0
