stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0.28,0,0,0
3Month,0,1.04,0,1.04,0.1,0,0.21,0.21
22Month,0.14,8.88,0.55,2.32,0,0.27,0,0.27
