stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,5,3,0,0,0,6,10,0,3
72hpf,1.41,7.05,0.28,0,0,0.85,9.58,0,11.84
21Day,1.85,4.07,0,0,0.37,1.11,5.55,0.37,10.73
3Month,1.77,16.02,0.21,1.35,1.77,0.52,0.94,0,5.41
22Month,7.38,15.3,0.27,0.82,1.37,0,0.41,2.87,2.87
