stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,0,3,0,0,1
72hpf,0.28,0,0,0,0,0.28,0,0,0.28
21Day,1.85,0,0,0.37,1.11,0.74,0,0,0
3Month,1.66,0,4.99,0.1,0.1,0.1,0,0.21,0.21
22Month,3.01,0.14,0.41,2.46,0.14,0.27,1.23,0.41,0.55
