stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,11,0,1
72hpf,3.95,0.28,0,0,9.02,0,1.13
21Day,2.22,0,0.37,0.37,9.62,0.37,0.74
3Month,1.14,0,0.42,1.25,1.14,0,0
22Month,1.37,0,0,0,0.14,0,0
