stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,2,0
72hpf,0,0,0,2.54,1.13
21Day,0,0.37,0.37,0.37,0.74
3Month,0.21,0.1,0,0,0
22Month,0.96,0,0,0,0
