stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0.56,0,0,0,0,0.56,0
21Day,3.7,0.37,0,0,0.37,0.37,0.37
3Month,3.64,0,2.5,0.42,0,0.1,0.1
