stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,5,0,0
72hpf,0,0,0,0,5.64,0,0
21Day,0.37,0,0,0,2.59,0,0
3Month,1.35,0.31,0,0.1,0.1,0.1,0
22Month,5.19,0.14,0.41,0,0.14,0,0.27
