stage,Endothelial,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,2,0,1
72hpf,0.28,0,0,5.36,0,0.56
21Day,0.37,0,0,3.33,0,0
3Month,0,0.21,0.1,0.1,0.1,0
22Month,0,0.41,0,0,0,0
