stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,0,0
72hpf,0.28,0,0.28,1.41,0,0,0.28
21Day,0.37,0,0,1.85,0,0,0.37
3Month,0.73,0,0,0,0,0.1,0.1
22Month,3.01,0.27,0.14,0.14,0.27,0,0.27
