stage,Epithelial,Immune,Neuron,Other,Stromal
24hpf,0,2,3,0,0
72hpf,0.56,0,0.28,0,0.56
21Day,1.48,2.96,0.37,0,1.85
3Month,0.1,0.21,0,0,0
22Month,1.78,0.14,0,0.14,0.14
