stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,5,1
72hpf,0.28,0,0,0.28,3.95,0.56
21Day,0,0.37,0,0.37,1.11,1.85
3Month,0,0.1,0.21,0,0,0
22Month,0,0.14,0.14,0,0,0.14
