stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,0,2.54,0
21Day,0.37,1.48,0,0,10.73,0.74
3Month,0.52,0,0.1,0,0.83,0
22Month,1.23,0,0,0.14,1.5,0
