stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0.28,0,0,0,0,0,0,1.13
21Day,0,1.48,0,0,0,0,0,0,2.96
3Month,0.21,0.83,0,0.83,0.1,0,0,0.1,0.21
22Month,0,2.32,0.14,0.68,0,0.14,1.37,0.14,0
