stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,1.13,0,0,0.28,27.9,0,0.28
21Day,1.11,0.37,0.74,0.74,114.33,0.74,1.48
22Month,1.37,0,0.55,0,4.78,0,0
