stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,1,0,0,1,0,0
72hpf,0.56,1.41,0,0,5.36,0,0.56
21Day,0,1.48,0,0,0.74,0.37,0
3Month,0,0.1,0.21,0.21,0,0,0
22Month,0,0.27,0,0,0,0.14,0
