stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0,0
21Day,0,0,0,0.37,0,0.74,0,0,0
3Month,0,1.04,0,0,0.31,0.31,0,0,0
22Month,0.14,4.24,0.14,0.27,0.96,0.27,0.14,0.27,0.27
