stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4,0,0,1,30,0,6
72hpf,0.28,0,0,0,0,4.23,0.28,0.28
21Day,0,3.7,2.22,0.74,1.11,8.88,0,3.7
22Month,0,0.27,0,0,0,0,0,0
