stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0,2.54,0,0,0.28
21Day,0,0.37,0,0,0.37,0.74,0,0,0
3Month,0.1,1.87,0.1,0.42,0.42,0,0,0.21,0.21
22Month,0,2.32,0.14,0.14,0.96,0.27,0.14,0,0.82
