stage,Epithelial,Erythroid,Neuron,Other,Stromal
72hpf,0.56,0.28,0,0,0.56
21Day,0,0.74,0.37,0,0
3Month,0,0,0,0,0.31
22Month,1.37,0,0,0.14,0.27
