stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,4,0,0
21Day,0,0,0,1.11,0,0
3Month,0.1,0.62,0.1,3.43,0.1,0.1
22Month,0,0.41,0,4.92,0,0.14
