stage,Endothelial,Epithelial,Immune,Neuron,Stromal
72hpf,0,0,0,0,0.85
21Day,0,0,0.37,0.37,0
3Month,0,0,0.31,0,0
22Month,0.14,0.41,0.14,0,0
