stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,5,0,1,0,23,4
72hpf,0.56,0.28,0,0.28,2.25,0.28
21Day,0.37,0,0,0,0.37,0.37
3Month,0.31,0,0,0,0,0
