stage,Endothelial,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,1,0,0,0,6,6
72hpf,0,0.28,0,0,0.28,6.2
21Day,0,0.37,0,0.37,0,5.92
3Month,0.1,0.31,0.1,0.31,0,2.91
