stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
21Day,3.7,0.37,0.37,0,1.48,0.74
3Month,4.16,0,0.1,0.1,0,0.1
22Month,33.75,0,1.23,0.41,0.14,0.14
