stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0.28,0,0,0,2.25,0,0.28
21Day,0,0.37,0,1.11,0,0,1.48,0,0
3Month,0.21,4.37,0,33.39,0.83,0.1,0.1,0,0.1
22Month,0,0.96,0,2.73,0,0.14,0,0.14,0
