stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,0,2,0,1
72hpf,0,0.56,0,0,0.56,3.66,0,0.28
21Day,0,1.48,0,0.37,0.37,1.11,0,0.37
3Month,0.21,1.56,3.95,0.1,0.1,0.21,0,0.42
22Month,0.14,3.83,0,0.41,0,0.14,0.14,0
