stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,2,0,0,0,6,1,0,3
72hpf,0,0.28,0.28,0,0,0,0,0,0
21Day,0,1.85,0.37,0,0,0,0,0,0.37
3Month,0,8.74,3.74,1.14,0.94,0.1,0.1,0.21,0.21
22Month,0.55,25.01,30.75,3.14,0.14,0.14,1.37,0.27,0.68
