stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0.56,0,0,0,3.1,0,1.97
21Day,23.68,0,0.37,1.48,1.48,0.37,1.48
3Month,12.9,0.42,2.39,0.21,0,0,0
22Month,6.7,0,1.91,0,0,0,0.14
