stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,9,3,0,0
72hpf,0,0,0,0.85,0,0,0
21Day,0.37,0,0,1.85,0.37,0,0.74
3Month,0.62,0.1,0.31,8.22,0,0.1,0.1
22Month,1.5,0.14,0.14,7.24,0,0,0.27
