stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0.28,0,0,0,1.97,0,0
21Day,0,0,0,0,4.07,0,0.37
3Month,1.25,0.31,0.42,0.1,0.1,0,0
22Month,5.74,1.09,0.55,0,0.14,0.41,0.27
