stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,9,0,0
72hpf,0.56,0,0,0,0.28,19.73,0.28,2.82
21Day,0.37,0,0,0.37,0.37,3.33,0,0
3Month,0.94,0,0.52,0.31,0.1,0.21,0,0.1
22Month,2.6,0.14,0,0,0,0.27,0,0
