stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,1,0,1,17,1
72hpf,0.85,0,0,2.54,0.56
21Day,1.48,0,0,0,0.37
3Month,0.1,0.1,0,0,0
22Month,0.27,0,0,0,0
