stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,14,0,0
72hpf,0.28,1.97,0,0,0.85,8.46,0,0.56
21Day,0,4.07,0.74,0.74,1.48,8.51,0.37,4.07
3Month,0,0.73,0.1,0.1,0,0,0,0
22Month,0.14,0.14,0,0,0,0,0,0.14
