stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,290,6,32,704,3,76
72hpf,0.56,0.28,0.28,0.28,2.82,0,0.28
21Day,0,2.59,0,0,2.96,0,1.85
22Month,0,0.27,0.41,0,0,0.14,0
