stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
21Day,3.33,0,0,0,0,0,0,0
3Month,3.85,0.1,0.31,0.21,0.1,0,0,0.1
22Month,2.19,0.27,0.14,0,0.14,0.14,0.14,0.14
