stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,5,1,0,0
72hpf,0,0.28,0,0,1.69,0,0,0.56
21Day,0,0,0,0,1.48,0,0,0.74
3Month,0.52,0,0.21,0.21,0,0,0.21,0
22Month,0.27,0,0,0,0,0,0,0
