stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,7,0,0
72hpf,0.85,0,0,0.28,0.28,29.31,0,1.69
21Day,2.59,0.37,0.37,2.22,0.37,19.24,1.11,2.96
3Month,0.94,0,1.35,0.21,0.1,0.62,0.52,0
22Month,0.68,0,4.51,0.14,0.14,0.27,0.68,0.27
