stage,Endothelial,Epithelial,Germ,Muscle,Neuron,Stromal
72hpf,0,0.28,0,0.28,1.13,0
21Day,0,0.37,0,0,0.74,0.37
3Month,0,0.1,0.1,0,0,0
22Month,0.14,0.27,0,0,0,0
