stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,1,0,0,2,0,0
72hpf,0.28,7.33,0,0,0,0,0.56
21Day,0,0.74,0,0.37,1.85,0,0
3Month,0,17.89,0.31,0.31,0.73,0.1,0.52
22Month,0,1.5,0,0.14,0.27,0,0
