stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,0,1,0,1
72hpf,0.28,0,0,0.28,18.6,0,1.13
21Day,0.74,0.74,0,0.37,21.46,0.37,2.22
3Month,1.04,0,1.98,1.25,5.3,0.21,1.25
22Month,3.55,0,1.64,0.68,1.23,0,0.41
