stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,2,0,2,0,0
72hpf,0.28,0,0,0.28,0.56,0,0.28
21Day,0,0,0,0,0.74,0,0
3Month,0.31,0.31,0,0.1,0,0.1,0
22Month,0.27,0.14,0.14,0,0,0,0
