stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,1
72hpf,0.28,0,0,0,0.56,0,0.28,0
21Day,1.48,0,0.37,0.37,0.37,0,0,0.37
3Month,3.64,0.83,0.52,0.1,0.1,0,0,0
22Month,0.82,0,0,0,0,0.14,0,0
