stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,5,2
72hpf,0,0.56,0,0,0.28,4.23,0.28
21Day,0,0.74,0,0,0,1.48,0
3Month,0.1,0.1,0.21,0.1,0,0,0.1
22Month,0,0.27,0,0.14,0,0,0
