stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,1,1,0
72hpf,0.28,0.28,0,0,0.56,0
21Day,0.74,0.74,0,0,0,0.74
3Month,0,0,0.21,0,0,0
22Month,0.41,0,0,0.27,0,0
