stage,Epithelial,Erythroid,Muscle,Neuron,Stromal
24hpf,0,0,0,5,0
72hpf,0.56,0,0.28,0.56,0.56
21Day,2.96,0.37,0.74,0.74,2.22
3Month,0.21,0,0.1,0,0
