stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0.56,0,0,0,0.28,0,0,0
21Day,0,2.22,0,0.37,0,0,0,0,0
3Month,0,27.77,0.83,1.77,0.31,0.42,0,0,0
22Month,0.27,16.67,0.41,0.96,0.27,0,0.14,0.41,0.55
