stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,0,0,0,0.85,0,0
21Day,0,0,0.37,0.74,0.37,0
3Month,0.62,0.94,0.21,0.73,0,0.1
22Month,0.14,0.27,0,0.14,0,0
