stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,7,0,4,0,19,0,5
72hpf,0.28,1.41,0,0.56,0,12.12,0.28,4.51
21Day,0.37,9.25,1.85,4.44,1.48,4.44,0.37,6.66
3Month,0,0.31,0,0,0,0,0,0
22Month,0,0.41,0,0,0,0,0,0
