stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,7,1
72hpf,0,0,0,0,0.56,2.82
21Day,0,0,0,0,0.37,0.74
3Month,0,0.1,0.1,0,0,0
22Month,0.14,0.68,0,0.14,0,0
