stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,3.66,0,0,0.28,0,0,0.28
21Day,0,6.66,0,1.11,0.37,0,0.74,0
3Month,0.1,1.25,0.1,0.1,0.1,0,0.1,0
22Month,0,1.78,0.27,0.27,0,0.41,0,0
