stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0,0
72hpf,0,1.69,0,0.28,0,1.97,0,0,0.56
21Day,0,2.59,0,1.48,0.37,1.48,0,0.37,0.74
3Month,0,13.63,0.52,1.35,2.29,0.1,0,0.52,0.31
22Month,0.14,5.6,0,0.14,0,0.14,0.27,0.14,0.41
