stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,3,0,0,0
72hpf,0.56,0,0,0,0,0.56,0,0,0.28
21Day,8.88,0,0,0,0.37,1.11,0,1.11,1.11
3Month,102.98,0.1,7.28,3.02,9.78,0.21,0.1,1.98,0.31
22Month,108.91,0.14,1.64,0.96,4.78,0.14,1.37,1.23,0.68
