stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,2,17,0,4
72hpf,0.28,0,0,1.41,0,0.85
21Day,1.48,0.37,0.74,1.11,0.37,1.85
3Month,0.21,0.1,0.1,0,0,0
22Month,0.14,0.14,0,0,0,0
