stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,16,1,0,4
72hpf,0.85,0,0,0.28,20.29,0,0.28,4.51
21Day,1.48,0.37,0,0.37,14.8,0,3.7,2.59
3Month,1.66,0,0.21,0.62,0.1,0,0.94,1.35
22Month,4.78,0,1.23,0.27,0.27,0.14,2.46,1.09
