stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,1,5,0,2
72hpf,0.28,1.13,0,0,0.28,48.76,0.28,2.25
21Day,0,1.11,0.37,0,0.74,12.58,0.37,0.37
22Month,0,1.78,0,0.14,0.14,0.14,0,0
