stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4,0,1
72hpf,0,0.28,0,0,0,3.1,0,1.69
21Day,0,1.48,0.37,0,0.74,2.22,0.37,1.48
3Month,0,0,0,0.21,0,0,0,0
22Month,0.14,3.42,0,0.14,0.82,0.14,0,0.14
