stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,2,0,0,0,0,0,0
72hpf,0.28,0,0,0,0.85,0,0
21Day,9.25,0.74,0,5.92,1.11,0.37,0
3Month,12.07,0,0.42,1.25,0.1,0,0.1
22Month,1.91,0,0,0.55,0,0,0.14
