stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,11,0,0,1,5,44,2,1,16
72hpf,1.13,0,0,0,0,5.92,0,0,1.41
21Day,0.74,4.81,0,0.74,0.74,2.59,0,0,0.74
3Month,0.42,0,0.1,0,0,0,0,0,0
22Month,1.91,0,0,0,0,0,0,0,0.14
