stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,17,0,0,0,0,0,0
72hpf,0,16.07,0,0.28,0,0.85,0,0
21Day,0,25.16,0,0.74,0.37,1.11,0,0
3Month,0,5.82,0.62,0.83,0,0,0.1,0.52
22Month,0.27,3.01,0.14,0.41,0,0.14,0.14,0
