stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,13,0,0,0
72hpf,0.56,0,0,0,0,1.69,0,0,0.28
21Day,0.74,1.11,0,1.48,0.74,1.48,0,0,0.37
3Month,7.39,0,0.62,2.5,0.21,0,0.1,0.31,0.31
22Month,5.06,0.27,0,2.05,0,0,0.55,0,0.27
