stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,0,0,1,0,36,0,11
72hpf,0.85,0.28,0,0.56,1.69,16.07,0.28,5.36
21Day,0.74,0.37,0,1.11,0,2.22,0,1.48
3Month,0.62,0,0.42,0.52,0,0,0,0.1
22Month,2.46,0,0,0.55,0,0.14,0.27,0.27
