stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,5,0,0,0
72hpf,0.56,0,0,0,1.69,0,0,0.85
21Day,0,0,0,0,1.85,0,0.37,0
3Month,0.52,0.1,0.73,0,0,0,0.1,0.1
22Month,0.41,0,0,0.14,0,0.27,0,0
